INPUT:original	INPUT:annotation	OUTPUT:result	OUTPUT:entity1	OUTPUT:entity2	OUTPUT:entity3	OUTPUT:entity4	OUTPUT:entity5	OUTPUT:entity6	OUTPUT:entity7	OUTPUT:entity8	OUTPUT:attribute1	OUTPUT:attribute2	OUTPUT:attribute3	OUTPUT:attribute4	OUTPUT:attribute5	OUTPUT:attribute6	OUTPUT:attribute7	OUTPUT:attribute8	GOLDEN:result	GOLDEN:entity1	GOLDEN:entity2	GOLDEN:entity3	GOLDEN:entity4	GOLDEN:entity5	GOLDEN:entity6	GOLDEN:entity7	GOLDEN:entity8	GOLDEN:attribute1	GOLDEN:attribute2	GOLDEN:attribute3	GOLDEN:attribute4	GOLDEN:attribute5	GOLDEN:attribute6	GOLDEN:attribute7	GOLDEN:attribute8	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/31.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/31_heap.jpg	"{""shape"":""rectangle""\,""left"":0.6560487950699043\,""top"":0.22222222222222224\,""width"":0.017957540011037554\,""height"":0.022075055187637943\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.6069648523730684\,""top"":0.210448859455482\,""width"":0.023943386681383405\,""height"":0.03237674760853565\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5004167816409124\,""top"":0.35467255334805003\,""width"":0.1544348440949227\,""height"":0.17807211184694627\,""label"":""3""}"	chin	eye	brown and white mix						yellow	black																										https://toloka.yandex.ru/task/24685843/000178ad13--60b9ae78f0deff310a8c5ced	000178ad13--60b9ae78f0deff310a8c5ced	f973bcca2a5754bfc980e34b7f7fd3a6	APPROVED	2021-06-04T04:39:20.943	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/70.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/70_heap.jpg	"{""shape"":""rectangle""\,""left"":0.59766060379446\,""top"":0.2377752334402147\,""width"":0.03552043210129485\,""height"":0.03147025077856089\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.6403277895017211\,""top"":0.24756597279134568\,""width"":0.021866932674971196\,""height"":0.025176200622848754\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5276864192345517\,""top"":0.4140086378001557\,""width"":0.12426817837239801\,""height"":0.012588100311424433\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.5003794203819046\,""top"":0.40142053748873135\,""width"":0.01674687039009992\,""height"":0.060842484838551036\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.502086107810195\,""top"":0.24406928359592692\,""width"":0.0491739315276184\,""height"":0.11748893623996062\,""label"":""5""}"	Eastern Blue Bird	Eye	Nose	Leg	Tail				Brown	Black	Black	Black	Black																							https://toloka.yandex.ru/task/24685843/000178ad13--60b9aecc7afbc056f66ebeeb	000178ad13--60b9aecc7afbc056f66ebeeb	c8ad6f1d475b4603742a790b713ea7ec	APPROVED	2021-06-04T04:40:44.327	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/71.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/71_heap.jpg	"{""shape"":""rectangle""\,""left"":0.44055831493745395\,""top"":0.36938925680647533\,""width"":0.07302732937821937\,""height"":0.030905077262693204\,""label"":""1""}"	nech								brown																											https://toloka.yandex.ru/task/24685843/000178ad13--60b9aed47afbc056f66ebf4b	000178ad13--60b9aed47afbc056f66ebf4b	f973bcca2a5754bfc980e34b7f7fd3a6	APPROVED	2021-06-04T04:40:52.256	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/40.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/40_heap.jpg	"{""shape"":""rectangle""\,""left"":0.24763063185229225\,""top"":0.2523444768421336\,""width"":0.04797085662324549\,""height"":0.04462607965678256\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.32856403979707977\,""top"":0.20413237292721684\,""width"":0.03565401505781762\,""height"":0.03386800688237959\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.386872831475676\,""top"":0.17322086792907904\,""width"":0.05591410881726799\,""height"":0.07773573008837564\,""label"":""3""}"	Bill	Eye	Crown						Hooked	Dark	White																									https://toloka.yandex.ru/task/24685843/000178ad13--60b9aef9f0deff310a8c6296	000178ad13--60b9aef9f0deff310a8c6296	17b8a9385fa9a772cc05f750a01b52ac	APPROVED	2021-06-04T04:41:29.767	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/27.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/27_heap.jpg	"{""shape"":""rectangle""\,""left"":0.401070058408786\,""top"":0.2740586196783485\,""width"":0.09240174092066594\,""height"":0.1261027034616743\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4973871273345649\,""top"":0.4348155011905592\,""width"":0.101798528132937\,""height"":0.15016810488565785\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4480539944701416\,""top"":0.4097874837096162\,""width"":0.07282510089510108\,""height"":0.020214937196146254\,""label"":""2""}"	Wings	Belly							Broad	Brown																										https://toloka.yandex.ru/task/24685843/000178ad13--60b9b0cc2cf798441deed757	000178ad13--60b9b0cc2cf798441deed757	17b8a9385fa9a772cc05f750a01b52ac	APPROVED	2021-06-04T04:49:16.159	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/49.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/49_heap.jpg	"{""shape"":""rectangle""\,""left"":0.6739438969798136\,""top"":0.1647935380078885\,""width"":0.022051127324796194\,""height"":0.02628583579536989\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.6552338495527138\,""top"":0.16068637616486198\,""width"":0.10490990878766682\,""height"":0.08050037212332023\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.6024976299148574\,""top"":0.1015977964475329\,""width"":0.03360040781565454\,""height"":0.038282407663243465\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.54185299141831\,""top"":0.1015977964475329\,""width"":0.11637214414202335\,""height"":0.10981006408667203\,""label"":""4""}"	nostril	bill	Eye	head					nostril	yellow	Dark	striped																								https://toloka.yandex.ru/task/24685843/000178ad13--60b9b145be2bd36caab4077a	000178ad13--60b9b145be2bd36caab4077a	17b8a9385fa9a772cc05f750a01b52ac	APPROVED	2021-06-04T04:51:17.114	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/18.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/18_heap.jpg	"{""shape"":""rectangle""\,""left"":0.2378576169508535\,""top"":0.24428237334096406\,""width"":0.03788784603987705\,""height"":0.03992161311421802\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.2802559208526207\,""top"":0.19548929064580878\,""width"":0.03878993761225519\,""height"":0.039921613114217935\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.3560316129323749\,""top"":0.15445874383397362\,""width"":0.09562170667207093\,""height"":0.0887146958093733\,""label"":""3""}"	Bill	Eye	Crown						hooked	Dark	Brown																									https://toloka.yandex.ru/task/24685843/000178ad13--60b9b235be2bd36caab41375	000178ad13--60b9b235be2bd36caab41375	17b8a9385fa9a772cc05f750a01b52ac	APPROVED	2021-06-04T04:55:17.918	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/20.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/20_heap.jpg	"{""shape"":""rectangle""\,""left"":0.47422424559079507\,""top"":0.5645615421349585\,""width"":0.16499541277418622\,""height"":0.07472591892117064\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.6803177482062123\,""top"":0.23420005230622318\,""width"":0.056536257118347755\,""height"":0.06370792318738192\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5640765673352511\,""top"":0.4716575716947497\,""width"":0.012813937392215924\,""height"":0.015427282205848547\,""label"":""3""}"	wings	feathers	beak						broad	brown	yellow																									https://toloka.yandex.ru/task/24685843/000178ad13--60b9b3313c6ca8596d8b3a05	000178ad13--60b9b3313c6ca8596d8b3a05	17b8a9385fa9a772cc05f750a01b52ac	APPROVED	2021-06-04T04:59:29.419	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/28.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/28_heap.jpg	"{""shape"":""rectangle""\,""left"":0.6032870728767473\,""top"":0.1719261154362877\,""width"":0.029067395109958705\,""height"":0.03819660514014683\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.6440639089406638\,""top"":0.12764898553634763\,""width"":0.08320072010865054\,""height"":0.04813080284796725\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.6334598955934828\,""top"":0.1527171120196639\,""width"":0.03915328005112961\,""height"":0.0360981021359755\,""label"":""3""}"	beak	crown	eye						hooked	brown	dark																									https://toloka.yandex.ru/task/24685843/000178ad13--60b9b3c9f0deff310a8c9c16	000178ad13--60b9b3c9f0deff310a8c9c16	17b8a9385fa9a772cc05f750a01b52ac	APPROVED	2021-06-04T05:02:01.796	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/68.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/68_heap.jpg	"{""shape"":""rectangle""\,""left"":0.4856134233477305\,""top"":0.2870080418958249\,""width"":0.013002624544084851\,""height"":0.006337494228741802\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.47044496386101803\,""top"":0.32965612560261953\,""width"":0.026446196665265154\,""height"":0.02504892068886022\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.4696711647510316\,""top"":0.3646400620546062\,""width"":0.03341038865514295\,""height"":0.04312219257829103\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.4774021866884413\,""top"":0.2976572891318218\,""width"":0.01603066674825626\,""height"":0.009594405251883653\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.5073826209813822\,""top"":0.3422788881604236\,""width"":0.008362311218072516\,""height"":0.038834497448100525\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.479634641628015\,""top"":0.29273728461559434\,""width"":0.00543371844682744\,""height"":0.0043761587199950824\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.487567902398828\,""top"":0.4686325135582171\,""width"":0.025964424358024762\,""height"":0.033219612396688136\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.5128755085877547\,""top"":0.3167714263047418\,""width"":0.04054846860249084\,""height"":0.034274203266424275\,""label"":""8""}"	crown 	throat	belly	beak	wings	fore head	tree	branches	blue	orange	white	black	blue	blue	brown	brown																				https://toloka.yandex.ru/task/24685843/000178ad13--60b9eb50f0deff310a909f97	000178ad13--60b9eb50f0deff310a909f97	5e6241c0c57a5d6a54ac17bdf9da94df	APPROVED	2021-06-04T08:58:56.127	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/10.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/10_heap.jpg	"{""shape"":""rectangle""\,""left"":0.1714673301844354\,""top"":0.29098386993123837\,""width"":0.037639170040485864\,""height"":0.03598740440845705\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.24044451346805676\,""top"":0.2645097253060694\,""width"":0.017449078189976847\,""height"":0.019066673140228085\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.19307856931381603\,""top"":0.23471804852446296\,""width"":0.1113458975174891\,""height"":0.11286637339292296\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.2400542622582096\,""top"":0.3639868903026798\,""width"":0.05771339406207829\,""height"":0.05038236617183989\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.29443392892194975\,""top"":0.42585177182214146\,""width"":0.16028163225060338\,""height"":0.053132462794432345\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.3664706175739063\,""top"":0.3284422566990156\,""width"":0.177390345805443\,""height"":0.09187488358203921\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.5492637150282462\,""top"":0.28527213067853935\,""width"":0.14497383591206248\,""height"":0.05423938910264964\,""label"":""7""},{""shape"":""rectangle""\,""left"":0.2250986160944415\,""top"":0.5431859604931795\,""width"":0.5213655341185358\,""height"":0.11844111497925536\,""label"":""8""}"	Beak	Eye	Head	Neck	Chest	Wing	Tail	Water	Black	Black	Black and white	White	White 	Black	Black	Blue																				https://toloka.yandex.ru/task/24685843/000178ad13--60b9ecb7df8878157e555b2c	000178ad13--60b9ecb7df8878157e555b2c	97b30e96bd1d77561ac4b4bb4fa2310a	APPROVED	2021-06-04T09:04:55.196	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/25.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/25_heap.jpg	"{""shape"":""rectangle""\,""left"":0.565933348120138\,""top"":0.2711531148849153\,""width"":0.055697465459107254\,""height"":0.05794964722886964\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.3954245061969283\,""top"":0.2921136255847192\,""width"":0.10584712484828657\,""height"":0.09493878375793541\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.573622962559812\,""top"":0.4803472314770759\,""width"":0.11210538442622797\,""height"":0.26303385976224547\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.6329402696068908\,""top"":0.31669778211459293\,""width"":0.03995166864861566\,""height"":0.02951346799627641\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.30625472701738393\,""top"":0.41664549380723176\,""width"":0.05664147454120172\,""height"":0.13096863672569187\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.7553407037369119\,""top"":0.6387948269875192\,""width"":0.029669343807296134\,""height"":0.11273249743477276\,""label"":""6""}"	eyes	nape 	wing 	beak	wing	sky			black	brown	brown	grey	brown	white																						https://toloka.yandex.ru/task/24685843/000178ad13--60b9ecb9be2bd36caab78fba	000178ad13--60b9ecb9be2bd36caab78fba	5e6241c0c57a5d6a54ac17bdf9da94df	APPROVED	2021-06-04T09:04:57.135	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/35.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/35_heap.jpg	"{""shape"":""rectangle""\,""left"":0.46377408536484915\,""top"":0.4311155747570249\,""width"":0.017916950512646357\,""height"":0.020330915864751997\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4352330166398193\,""top"":0.4225627108766548\,""width"":0.020692614664643505\,""height"":0.018653990522812525\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.4067719453797412\,""top"":0.4600491997182448\,""width"":0.07242415190788631\,""height"":0.018743244216509913\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.3782492965326317\,""top"":0.46165493623385145\,""width"":0.07410801745127377\,""height"":0.06877776428604743\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.18610393784640245\,""top"":0.4444467201006845\,""width"":0.1275252875632228\,""height"":0.10185347266666073\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.46060752294011936\,""top"":0.541871780912273\,""width"":0.07420963061588676\,""height"":0.04339843617970762\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.26679790511804624\,""top"":0.5746420286398073\,""width"":0.15490359788753055\,""height"":0.1532230501854982\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.25887260476100976\,""top"":0.052089429741287226\,""width"":0.16571082564712575\,""height"":0.3374449833565019\,""label"":""7""},{""shape"":""rectangle""\,""left"":0.4923087243682651\,""top"":0.050318064999258345\,""width"":0.2550505751264456\,""height"":0.34453044232461744\,""label"":""7""},{""shape"":""rectangle""\,""left"":0.40801234784342294\,""top"":0.3859916836137314\,""width"":0.09582408613507704\,""height"":0.09211096658550183\,""label"":""8""}"	Beak	Eye	Neck	Chest	Tail	Legs	Wings	Head	Black	Brown	Brown	White	Black	White	White	Brown																				https://toloka.yandex.ru/task/24685843/000178ad13--60b9ed68250bd33fac7729e9	000178ad13--60b9ed68250bd33fac7729e9	97b30e96bd1d77561ac4b4bb4fa2310a	APPROVED	2021-06-04T09:07:52.414	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/69.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/69_heap.jpg	"{""shape"":""rectangle""\,""left"":0.6869891678975875\,""top"":0.2899064500246184\,""width"":0.058357230505292956\,""height"":0.03466272772033485\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.6459748892171344\,""top"":0.3088133924175283\,""width"":0.03144161012124569\,""height"":0.028360413589364808\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.512762225513196\,""top"":0.3723617425990891\,""width"":0.05699179228899509\,""height"":0.041647792756960234\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.6533235764763808\,""top"":0.34410853228249333\,""width"":0.01241781793958352\,""height"":0.04197908201424627\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.5631987409540814\,""top"":0.41294054931035934\,""width"":0.07913315353656158\,""height"":0.07376003715261004\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.4518905689466101\,""top"":0.47387275391468936\,""width"":0.07913315353656164\,""height"":0.07162206506122998\,""label"":""6""}"	beak 	chin 	wing	throat	chest	belly			grey	blue	blue	brown	brown	white																						https://toloka.yandex.ru/task/24685843/000178ad13--60b9ede9e5851e2a55af90a5	000178ad13--60b9ede9e5851e2a55af90a5	5e6241c0c57a5d6a54ac17bdf9da94df	APPROVED	2021-06-04T09:10:01.897	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/61.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/61_heap.jpg	"{""shape"":""rectangle""\,""left"":0.42855035288202076\,""top"":0.3250523913589828\,""width"":0.03610775476020922\,""height"":0.029591309223252593\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.38251296556275416\,""top"":0.34761576464171284\,""width"":0.030851443585480753\,""height"":0.011096740958719709\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.41952341419196854\,""top"":0.3594522883310139\,""width"":0.024532586502444165\,""height"":0.01701500280337026\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.4339665160960522\,""top"":0.3890435975542665\,""width"":0.025134382415114287\,""height"":0.017015002803370316\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.37274853188168455\,""top"":0.29888439045763576\,""width"":0.13778250169681516\,""height"":0.024659424352710457\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.47776781860255424\,""top"":0.33321418467950636\,""width"":0.03866317490408422\,""height"":0.034813304968532466\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.3650785839751043\,""top"":0.33103835311897306\,""width"":0.04810311078910612\,""height"":0.011604434989510859\,""label"":""7""},{""shape"":""rectangle""\,""left"":0.3845484517379621\,""top"":0.37044507658190307\,""width"":0.043973138839409065\,""height"":0.03771441371591017\,""label"":""8""}"	crown	beak	chin	throat	water	water	water	water	white	grey	wite	white	blue	blue	blue	blue																				https://toloka.yandex.ru/task/24685843/000178ad13--60b9eed40b590b3e2f7999e7	000178ad13--60b9eed40b590b3e2f7999e7	5e6241c0c57a5d6a54ac17bdf9da94df	APPROVED	2021-06-04T09:13:56.686	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/9.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/9_heap.jpg	"{""shape"":""rectangle""\,""left"":0.5361747690213455\,""top"":0.37570916550256284\,""width"":0.044584955704955576\,""height"":0.040888716247642454\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4705377313406898\,""top"":0.38661282316860074\,""width"":0.06415754720918782\,""height"":0.028004915765738436\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5201813771266564\,""top"":0.4161408210267125\,""width"":0.015575894210286267\,""height"":0.009138492554239708\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.542621534144311\,""top"":0.41925951514351384\,""width"":0.05677233623004063\,""height"":0.056679542631206115\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.47215302394142605\,""top"":0.4383961785780046\,""width"":0.02394801371984817\,""height"":0.012799606476916525\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.5096368715029275\,""top"":0.45183576537876696\,""width"":0.019722132902096456\,""height"":0.007999754048072905\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.492456774703906\,""top"":0.42943645404416303\,""width"":0.020303750762479977\,""height"":0.007839758967111365\,""label"":""7""},{""shape"":""rectangle""\,""left"":0.536968843683189\,""top"":0.4273565179916641\,""width"":0.004754624327191315\,""height"":0.00495984750980516\,""label"":""8""}"	water	water	crown	water	wing	chest	mantle	beak	blue	blue	white	blue	black	black	wite	black and wite																				https://toloka.yandex.ru/task/24685843/000178ad13--60b9efa93c6ca8596d8f6cea	000178ad13--60b9efa93c6ca8596d8f6cea	5e6241c0c57a5d6a54ac17bdf9da94df	APPROVED	2021-06-04T09:17:29.501	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/56.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/56_heap.jpg	"{""shape"":""rectangle""\,""left"":0.4229597488921713\,""top"":0.21217791708979566\,""width"":0.06989249638417044\,""height"":0.04726735598227472\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4216780526834072\,""top"":0.2809781756793144\,""width"":0.0673291039666421\,""height"":0.03308714918759237\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.40757939438700147\,""top"":0.37078615204563636\,""width"":0.05066705325270804\,""height"":0.03466272772033485\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.502424913835549\,""top"":0.24631544795897958\,""width"":0.046821964626415524\,""height"":0.02678483505662238\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.4537204579025111\,""top"":0.3802396232420914\,""width"":0.0545121418790005\,""height"":0.11344165435745934\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.6232862411476048\,""top"":0.34569554403399644\,""width"":0.08992455577597525\,""height"":0.1512897130390956\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.7059285856877971\,""top"":0.2799549351421754\,""width"":0.04578627495160681\,""height"":0.04600695286611217\,""label"":""7""},{""shape"":""rectangle""\,""left"":0.8033279550061083\,""top"":0.4495420282074256\,""width"":0.017226598342105603\,""height"":0.013624678207801555\,""label"":""8""}"	crown	neck	wing	beak 	belly	fruit 	leaves	tree	cream 	cream	black and white spots	black	cream	orange	dark green	brown																				https://toloka.yandex.ru/task/24685843/000178ad13--60b9f09f0d84521c740449bc	000178ad13--60b9f09f0d84521c740449bc	5e6241c0c57a5d6a54ac17bdf9da94df	APPROVED	2021-06-04T09:21:35.132	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/7.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/7_heap.jpg	"{""shape"":""rectangle""\,""left"":0.22429683653372723\,""top"":0.17331363860167406\,""width"":0.07946516494337769\,""height"":0.03308714918759231\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.2460856720827179\,""top"":0.2536681437715411\,""width"":0.03015991391248149\,""height"":0.02520925652387984\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.17229809350681502\,""top"":0.2394879369768587\,""width"":0.0609706164882613\,""height"":0.033994337253121426\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.28966334318069914\,""top"":0.2442146725750862\,""width"":0.04425857220888729\,""height"":0.07562776957163955\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.46883002049546896\,""top"":0.4156574183067502\,""width"":0.1013350032753565\,""height"":0.06948409296985003\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.20099473160249123\,""top"":0.2895170649153301\,""width"":0.07350796027348869\,""height"":0.029931609279320037\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.29665019192141184\,""top"":0.5528439717112552\,""width"":0.06655119952302174\,""height"":0.048104372056050004\,""label"":""7""}"	crown	chin	beak	neck	wings	water	water		white	grey	bkack and pink	black	black	blue	blue																					https://toloka.yandex.ru/task/24685843/000178ad13--60b9f1a819d71055fecb1bd9	000178ad13--60b9f1a819d71055fecb1bd9	5e6241c0c57a5d6a54ac17bdf9da94df	APPROVED	2021-06-04T09:26:00.604	+	
																																												
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/58.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/58_heap.jpg	"{""shape"":""rectangle""\,""left"":0.5818900787789266\,""top"":0.22373215164943377\,""width"":0.08142776226304782\,""height"":0.06459871984244214\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.3499030649926145\,""top"":0.5125882320131708\,""width"":0.0865545470981044\,""height"":0.1386509108813393\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.7690177252584934\,""top"":0.16228458887247663\,""width"":0.057075534296528674\,""height"":0.03781388478581979\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.16662050713934023\,""top"":0.09453471196454948\,""width"":0.09808981297698177\,""height"":0.06144756277695716\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.11022587395371737\,""top"":0.7063843915404973\,""width"":0.075019281219227\,""height"":0.05987198424421469\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.027785561434153023\,""top"":0.7152756975791934\,""width"":0.03003122985480915\,""height"":0.0439432648499859\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.22120754752157723\,""top"":0.37965751465823405\,""width"":0.020560176173447825\,""height"":0.028378334611804223\,""label"":""7""},{""shape"":""rectangle""\,""left"":0.1998179917696947\,""top"":0.4650915286546106\,""width"":0.042250928549821626\,""height"":0.05055863331272298\,""label"":""8""}"	chin	belly	sky	tree	tree	tree	tree 	tree	cream	black and whit strips	white	brown	green	brown	brown	brown																				https://toloka.yandex.ru/task/24685843/000178ad13--60b9f2e690429542be166147	000178ad13--60b9f2e690429542be166147	5e6241c0c57a5d6a54ac17bdf9da94df	APPROVED	2021-06-04T09:31:18.803	+	
																																												
